Winning Numbers,Month,Day,Hour,Minute
"[3, 5, 13, 16, 17, 19, 20, 33, 43, 44, 48, 50, 53, 54, 59, 60, 61, 62, 76, 80]",6,12,10,40
"[5, 7, 13, 15, 18, 25, 26, 30, 31, 35, 36, 38, 53, 55, 60, 73, 76, 77, 79, 80]",6,12,10,45
"[16, 24, 29, 35, 36, 38, 39, 43, 47, 49, 54, 55, 56, 57, 58, 68, 70, 73, 74, 78]",6,12,10,50
"[2, 9, 10, 16, 19, 29, 31, 32, 33, 35, 37, 40, 43, 57, 58, 61, 64, 69, 73, 77]",6,12,10,55
"[4, 11, 12, 20, 23, 24, 25, 29, 32, 35, 36, 48, 49, 52, 61, 65, 66, 69, 76, 80]",6,12,11,0
"[3, 23, 30, 40, 41, 43, 44, 46, 47, 48, 50, 52, 55, 57, 59, 61, 63, 69, 70, 75]",6,12,11,5
"[1, 6, 7, 13, 15, 22, 27, 29, 31, 39, 42, 44, 45, 46, 51, 53, 59, 61, 66, 75]",6,12,11,10
"[2, 3, 4, 5, 11, 18, 19, 22, 36, 40, 41, 42, 45, 48, 49, 52, 57, 65, 67, 80]",6,12,11,15
"[3, 7, 9, 10, 21, 27, 32, 33, 34, 35, 38, 41, 44, 48, 54, 65, 66, 68, 76, 78]",6,12,11,20
"[1, 11, 14, 24, 26, 27, 29, 36, 43, 45, 53, 55, 56, 60, 65, 72, 74, 77, 78, 80]",6,12,11,25
"[3, 16, 18, 21, 22, 23, 28, 32, 34, 36, 39, 47, 54, 55, 61, 65, 69, 74, 77, 80]",6,12,11,30
"[4, 5, 7, 10, 12, 16, 20, 22, 29, 32, 33, 47, 49, 55, 56, 57, 66, 69, 71, 76]",6,12,11,35
"[1, 6, 7, 8, 9, 14, 19, 21, 24, 26, 30, 33, 34, 41, 48, 50, 63, 65, 75, 77]",6,12,11,40
"[2, 22, 24, 29, 35, 40, 41, 43, 44, 45, 48, 49, 52, 53, 55, 66, 67, 68, 77, 80]",6,12,11,45
"[1, 20, 24, 29, 34, 41, 46, 51, 54, 55, 57, 59, 60, 61, 62, 63, 65, 68, 75, 80]",6,12,11,50
"[10, 12, 20, 22, 24, 26, 27, 29, 30, 31, 32, 34, 35, 36, 38, 57, 58, 59, 62, 78]",6,12,11,55
"[11, 13, 17, 19, 24, 25, 26, 27, 28, 38, 43, 51, 53, 55, 56, 63, 68, 72, 75, 80]",6,12,12,0
"[7, 9, 12, 20, 25, 29, 30, 31, 36, 37, 38, 41, 42, 45, 49, 55, 60, 65, 68, 71]",6,12,12,5
"[7, 9, 14, 17, 19, 20, 21, 22, 29, 31, 38, 42, 47, 51, 53, 55, 56, 74, 75, 76]",6,12,12,10
"[1, 3, 4, 14, 15, 16, 23, 24, 28, 34, 41, 52, 55, 58, 60, 62, 64, 74, 79, 80]",6,12,12,15
"[1, 2, 11, 12, 13, 14, 18, 22, 26, 28, 32, 35, 44, 48, 69, 70, 71, 73, 74, 80]",6,12,12,20
"[2, 9, 13, 20, 23, 24, 26, 27, 35, 38, 42, 45, 47, 57, 60, 61, 64, 65, 76, 79]",6,12,12,25
"[9, 10, 12, 18, 29, 36, 38, 39, 42, 50, 54, 57, 59, 61, 62, 66, 74, 75, 76, 77]",6,12,12,30
"[1, 3, 8, 9, 11, 16, 18, 20, 27, 29, 30, 31, 36, 43, 47, 58, 67, 68, 71, 74]",6,12,12,35
"[7, 8, 9, 11, 15, 18, 21, 30, 32, 36, 37, 38, 40, 41, 43, 57, 63, 68, 70, 73]",6,12,12,40
"[17, 18, 28, 32, 34, 39, 44, 45, 46, 50, 52, 55, 58, 62, 67, 69, 72, 74, 75, 80]",6,12,12,45
"[3, 6, 8, 11, 19, 22, 28, 39, 40, 42, 46, 49, 54, 55, 66, 67, 69, 74, 77, 79]",6,12,12,50
"[1, 8, 13, 19, 22, 25, 27, 30, 31, 32, 35, 37, 39, 44, 48, 60, 67, 69, 70, 76]",6,12,12,55
"[2, 13, 14, 15, 20, 21, 26, 29, 34, 36, 40, 50, 55, 58, 59, 62, 64, 71, 74, 80]",6,12,13,0
"[2, 4, 7, 8, 10, 11, 12, 15, 17, 24, 31, 38, 44, 45, 49, 53, 64, 66, 72, 73]",6,12,13,5
"[1, 5, 7, 15, 19, 21, 22, 24, 26, 28, 29, 46, 54, 59, 61, 62, 63, 67, 69, 75]",6,12,13,10
"[3, 10, 19, 28, 31, 39, 44, 45, 48, 50, 52, 54, 55, 57, 58, 60, 63, 65, 71, 77]",6,12,13,15
"[1, 4, 6, 12, 20, 21, 22, 25, 32, 33, 36, 40, 45, 53, 58, 61, 63, 64, 75, 77]",6,12,13,20
"[2, 3, 8, 11, 12, 13, 14, 17, 23, 26, 27, 31, 33, 36, 42, 45, 52, 69, 75, 76]",6,12,13,25
"[1, 2, 8, 12, 32, 39, 44, 45, 50, 55, 56, 59, 65, 67, 68, 69, 71, 74, 75, 79]",6,12,13,30
"[2, 4, 5, 8, 10, 16, 22, 32, 33, 36, 50, 51, 54, 55, 57, 70, 71, 74, 76, 77]",6,12,13,35
"[9, 10, 11, 20, 21, 22, 24, 25, 27, 28, 30, 33, 43, 49, 50, 55, 63, 66, 69, 80]",6,12,13,40
"[7, 11, 17, 24, 26, 30, 32, 41, 42, 50, 61, 62, 63, 68, 71, 72, 74, 75, 77, 80]",6,12,13,45
"[6, 14, 15, 19, 20, 24, 28, 30, 32, 33, 39, 42, 45, 46, 49, 52, 62, 63, 65, 71]",6,12,13,50
"[1, 9, 10, 14, 17, 24, 27, 38, 45, 47, 53, 59, 60, 61, 62, 63, 65, 71, 78, 80]",6,12,13,55
"[4, 5, 9, 10, 13, 17, 23, 25, 26, 34, 35, 50, 51, 60, 66, 68, 72, 75, 76, 77]",6,12,14,0
"[3, 5, 6, 16, 17, 26, 29, 36, 38, 44, 54, 57, 58, 61, 62, 68, 70, 72, 73, 80]",6,12,14,5
"[1, 2, 3, 10, 15, 17, 23, 28, 33, 40, 42, 46, 54, 55, 67, 71, 74, 75, 77, 78]",6,12,14,10
"[2, 6, 8, 9, 18, 19, 20, 24, 28, 30, 33, 37, 40, 42, 55, 66, 68, 71, 76, 78]",6,12,14,15
"[11, 17, 19, 22, 23, 34, 36, 38, 39, 43, 46, 48, 49, 51, 52, 53, 56, 58, 63, 70]",6,12,14,20
"[1, 2, 7, 10, 11, 16, 19, 24, 29, 31, 37, 38, 49, 56, 57, 59, 65, 67, 70, 73]",6,12,14,25
"[2, 13, 14, 15, 18, 27, 28, 38, 44, 45, 49, 52, 53, 56, 58, 66, 70, 71, 73, 80]",6,12,14,30
"[6, 7, 8, 9, 20, 25, 31, 34, 35, 37, 44, 56, 59, 62, 64, 65, 66, 74, 75, 79]",6,12,14,35
"[3, 8, 22, 25, 26, 28, 30, 31, 42, 45, 46, 54, 64, 65, 69, 73, 74, 76, 77, 79]",6,12,14,40
"[1, 2, 3, 4, 19, 22, 25, 32, 33, 36, 44, 46, 47, 49, 56, 60, 65, 71, 75, 80]",6,12,14,45
"[10, 13, 14, 16, 19, 25, 39, 41, 53, 54, 55, 56, 60, 61, 65, 66, 68, 70, 73, 79]",6,12,14,50
"[1, 12, 15, 20, 25, 28, 29, 33, 36, 45, 51, 53, 60, 63, 68, 74, 75, 78, 79, 80]",6,12,14,55
"[4, 19, 21, 22, 24, 25, 27, 29, 33, 36, 40, 43, 49, 61, 63, 64, 65, 68, 74, 79]",6,12,15,0
"[4, 14, 15, 16, 17, 18, 20, 25, 30, 33, 34, 37, 38, 40, 42, 47, 60, 73, 75, 79]",6,12,15,5
"[4, 10, 23, 26, 30, 36, 38, 40, 53, 55, 58, 62, 65, 69, 70, 71, 74, 76, 79, 80]",6,12,15,10
"[2, 3, 11, 24, 26, 27, 29, 30, 32, 36, 37, 40, 53, 55, 56, 57, 62, 64, 72, 78]",6,12,15,15
"[1, 4, 5, 8, 10, 14, 18, 21, 23, 33, 36, 41, 47, 53, 56, 61, 66, 68, 75, 78]",6,12,15,20
"[2, 9, 15, 20, 21, 23, 32, 36, 38, 41, 43, 44, 47, 49, 50, 60, 68, 70, 73, 74]",6,12,15,25
"[3, 7, 9, 12, 16, 17, 19, 22, 23, 24, 25, 34, 39, 42, 61, 62, 63, 65, 71, 74]",6,12,15,30
"[3, 4, 5, 8, 11, 14, 16, 17, 20, 24, 25, 28, 31, 39, 43, 50, 53, 66, 70, 78]",6,12,15,35
"[1, 10, 14, 23, 24, 28, 31, 34, 39, 43, 44, 45, 50, 53, 62, 63, 67, 69, 71, 80]",6,12,15,40
"[2, 5, 13, 15, 21, 22, 23, 27, 38, 45, 47, 54, 56, 60, 63, 67, 68, 71, 73, 74]",6,12,15,45
"[1, 12, 15, 21, 34, 37, 39, 41, 43, 45, 47, 48, 52, 58, 63, 67, 71, 72, 74, 78]",6,12,15,50
"[1, 2, 5, 6, 8, 13, 20, 23, 25, 30, 39, 46, 47, 48, 55, 56, 62, 67, 72, 74]",6,12,15,55
"[1, 6, 12, 13, 18, 21, 23, 31, 32, 35, 49, 55, 58, 59, 60, 61, 65, 67, 75, 77]",6,12,16,0
"[6, 13, 15, 17, 18, 19, 20, 26, 38, 49, 50, 52, 54, 55, 57, 58, 60, 61, 63, 64]",6,12,16,5
"[7, 9, 12, 15, 16, 19, 24, 36, 48, 49, 55, 59, 61, 63, 64, 65, 67, 69, 76, 78]",6,12,16,10
"[3, 5, 8, 9, 14, 20, 24, 26, 28, 46, 47, 55, 56, 63, 64, 67, 68, 73, 77, 80]",6,12,16,15
"[1, 7, 13, 19, 20, 32, 33, 34, 35, 39, 46, 54, 55, 62, 65, 69, 72, 73, 75, 80]",6,12,16,20
"[1, 6, 8, 11, 13, 16, 19, 26, 31, 40, 41, 45, 50, 57, 58, 60, 61, 68, 74, 78]",6,12,16,25
"[1, 6, 22, 25, 26, 33, 35, 36, 37, 39, 40, 49, 58, 64, 65, 67, 71, 76, 79, 80]",6,12,16,30
"[1, 7, 14, 17, 18, 26, 32, 40, 48, 60, 62, 63, 64, 65, 69, 72, 73, 75, 78, 79]",6,12,16,35
"[1, 4, 6, 10, 11, 17, 25, 27, 35, 49, 51, 57, 62, 66, 69, 71, 72, 73, 76, 79]",6,12,16,40
"[8, 11, 12, 16, 17, 18, 20, 24, 26, 33, 45, 61, 62, 63, 68, 70, 71, 73, 74, 76]",6,12,16,45
"[1, 4, 7, 9, 12, 25, 28, 30, 31, 32, 34, 38, 49, 57, 58, 59, 61, 68, 70, 76]",6,12,16,50
"[3, 4, 17, 23, 24, 26, 27, 28, 33, 35, 42, 49, 53, 57, 68, 70, 74, 76, 78, 79]",6,12,16,55
"[1, 11, 16, 27, 31, 32, 36, 38, 41, 42, 45, 49, 52, 53, 61, 66, 70, 75, 76, 80]",6,12,17,0
"[5, 12, 13, 15, 17, 19, 22, 24, 26, 27, 29, 35, 41, 46, 49, 52, 60, 65, 67, 72]",6,12,17,5
"[1, 3, 7, 16, 23, 24, 25, 28, 30, 31, 32, 33, 34, 39, 41, 43, 56, 64, 69, 74]",6,12,17,10
"[1, 4, 6, 18, 19, 20, 32, 36, 41, 45, 47, 48, 54, 56, 64, 66, 70, 71, 72, 77]",6,12,17,15
"[2, 5, 14, 18, 19, 22, 27, 28, 34, 48, 50, 51, 52, 55, 56, 64, 66, 67, 71, 80]",6,12,17,20
"[2, 10, 13, 14, 16, 18, 21, 22, 26, 27, 36, 37, 38, 41, 44, 45, 52, 55, 57, 79]",6,12,17,25
"[1, 8, 12, 13, 15, 18, 25, 26, 33, 34, 42, 47, 50, 51, 56, 69, 70, 74, 76, 77]",6,12,17,30
"[2, 4, 9, 11, 14, 16, 18, 24, 30, 34, 37, 47, 50, 55, 59, 65, 68, 70, 71, 75]",6,12,17,35
"[8, 14, 19, 21, 25, 26, 33, 45, 51, 53, 58, 59, 63, 70, 72, 74, 76, 77, 78, 79]",6,12,17,40
"[5, 8, 9, 14, 18, 27, 28, 29, 32, 37, 39, 44, 55, 62, 65, 70, 72, 75, 78, 80]",6,12,17,45
"[2, 11, 14, 15, 17, 19, 20, 21, 31, 34, 40, 41, 48, 49, 50, 55, 57, 62, 70, 74]",6,12,17,50
"[5, 7, 10, 15, 18, 19, 21, 22, 29, 35, 39, 51, 53, 64, 65, 67, 70, 71, 76, 79]",6,12,17,55
"[7, 8, 10, 13, 16, 19, 20, 23, 24, 32, 43, 44, 46, 51, 52, 59, 69, 78, 79, 80]",6,12,18,0
"[12, 13, 14, 16, 19, 21, 22, 23, 25, 29, 38, 47, 50, 55, 64, 65, 68, 72, 75, 78]",6,12,18,5
"[2, 3, 9, 10, 12, 19, 20, 28, 29, 36, 37, 42, 44, 50, 54, 62, 69, 70, 77, 79]",6,12,18,10
"[4, 7, 10, 35, 40, 41, 44, 47, 50, 52, 56, 60, 64, 66, 68, 74, 75, 76, 78, 79]",6,12,18,15
"[4, 8, 13, 16, 19, 20, 22, 25, 35, 37, 38, 40, 41, 43, 51, 59, 62, 65, 69, 77]",6,12,18,20
"[1, 2, 3, 4, 7, 8, 11, 13, 14, 15, 18, 27, 30, 43, 48, 54, 60, 62, 64, 76]",6,12,18,25
"[1, 13, 21, 24, 25, 27, 30, 33, 36, 37, 41, 42, 43, 45, 54, 56, 57, 69, 71, 79]",6,12,18,30
"[8, 9, 13, 22, 29, 33, 34, 50, 52, 57, 58, 59, 61, 63, 65, 66, 67, 68, 70, 79]",6,12,18,35
"[1, 16, 20, 24, 26, 31, 35, 40, 41, 45, 47, 53, 54, 55, 58, 65, 66, 72, 74, 76]",6,12,18,40
"[2, 8, 15, 19, 23, 25, 27, 31, 41, 45, 46, 48, 49, 54, 58, 60, 64, 69, 75, 77]",6,12,18,45
"[7, 19, 26, 31, 33, 34, 36, 43, 44, 45, 46, 47, 48, 53, 62, 64, 65, 67, 69, 73]",6,12,18,50
"[5, 11, 13, 17, 18, 21, 22, 28, 36, 38, 40, 41, 47, 52, 53, 56, 63, 69, 79, 80]",6,12,18,55
"[2, 5, 7, 12, 15, 19, 20, 31, 33, 44, 46, 52, 62, 64, 67, 70, 71, 72, 78, 80]",6,12,19,0
"[1, 2, 8, 11, 15, 17, 20, 21, 23, 36, 40, 43, 44, 49, 54, 56, 62, 63, 68, 69]",6,12,19,5
"[3, 7, 15, 17, 21, 22, 23, 24, 25, 26, 27, 41, 44, 45, 52, 62, 64, 65, 72, 73]",6,12,19,10
"[4, 6, 7, 11, 13, 26, 28, 29, 30, 34, 39, 48, 51, 55, 57, 58, 64, 66, 74, 79]",6,12,19,15
"[1, 9, 12, 15, 16, 20, 22, 24, 38, 42, 47, 49, 51, 52, 53, 70, 72, 75, 76, 78]",6,12,19,20
"[9, 10, 13, 14, 15, 16, 18, 24, 28, 32, 33, 35, 38, 45, 47, 54, 58, 69, 73, 74]",6,12,19,25
"[3, 6, 10, 11, 16, 17, 21, 26, 27, 29, 31, 42, 44, 47, 49, 50, 55, 58, 74, 79]",6,12,19,30
"[3, 11, 14, 15, 26, 28, 29, 30, 33, 40, 46, 47, 56, 57, 58, 66, 67, 69, 70, 74]",6,12,19,35
"[1, 5, 7, 10, 16, 17, 20, 23, 24, 26, 28, 33, 37, 38, 44, 49, 66, 68, 71, 77]",6,12,19,40
"[1, 6, 10, 18, 20, 22, 30, 31, 37, 41, 44, 47, 48, 53, 58, 65, 67, 71, 72, 75]",6,12,19,45
"[5, 11, 14, 29, 31, 35, 36, 40, 41, 47, 49, 51, 54, 61, 64, 65, 66, 67, 73, 75]",6,12,19,50
"[1, 11, 14, 15, 19, 25, 30, 34, 35, 37, 44, 45, 47, 53, 54, 55, 57, 65, 68, 73]",6,12,19,55
"[1, 2, 3, 6, 7, 20, 21, 24, 27, 30, 38, 40, 56, 59, 61, 64, 66, 68, 72, 80]",6,12,20,0
"[1, 2, 5, 7, 8, 19, 23, 26, 30, 37, 40, 49, 50, 51, 56, 60, 63, 64, 65, 72]",6,12,20,5
"[1, 15, 16, 23, 26, 29, 34, 35, 36, 37, 42, 45, 46, 47, 49, 51, 57, 61, 62, 75]",6,12,20,10
"[3, 5, 6, 7, 11, 13, 16, 23, 36, 41, 42, 53, 55, 60, 61, 62, 63, 73, 77, 78]",6,12,20,15
"[7, 13, 23, 25, 40, 41, 43, 44, 50, 52, 53, 58, 60, 67, 68, 69, 71, 72, 74, 76]",6,12,20,20
"[1, 5, 6, 17, 24, 30, 33, 37, 39, 42, 44, 46, 51, 52, 57, 62, 63, 65, 71, 75]",6,12,20,25
"[1, 6, 9, 18, 20, 22, 26, 28, 33, 34, 37, 38, 41, 48, 51, 61, 64, 69, 72, 77]",6,12,20,30
"[1, 12, 18, 19, 20, 24, 25, 29, 34, 35, 39, 48, 56, 57, 58, 60, 63, 65, 67, 68]",6,12,20,35
"[3, 5, 6, 9, 15, 18, 20, 27, 29, 30, 31, 34, 44, 47, 51, 54, 57, 62, 71, 75]",6,12,20,40
"[11, 12, 16, 17, 20, 23, 27, 31, 40, 43, 46, 49, 50, 54, 56, 59, 61, 64, 67, 79]",6,12,20,45
"[6, 17, 18, 32, 33, 34, 47, 48, 50, 51, 55, 58, 62, 69, 71, 76, 77, 78, 79, 80]",6,12,20,50
"[7, 8, 11, 16, 19, 24, 30, 34, 47, 48, 49, 50, 52, 54, 55, 58, 64, 66, 69, 77]",6,12,20,55
"[3, 9, 11, 14, 24, 25, 26, 30, 35, 36, 47, 50, 51, 52, 53, 63, 67, 69, 76, 80]",6,13,5,0
"[8, 10, 11, 12, 13, 15, 18, 24, 30, 33, 37, 40, 42, 46, 47, 51, 54, 61, 74, 76]",6,13,5,5
"[3, 6, 7, 14, 21, 32, 38, 40, 42, 45, 50, 52, 55, 57, 59, 60, 63, 69, 70, 76]",6,13,5,10
"[2, 3, 9, 15, 17, 19, 21, 26, 29, 32, 42, 49, 50, 61, 62, 63, 64, 68, 74, 76]",6,13,5,15
"[4, 15, 16, 17, 27, 33, 41, 42, 48, 54, 61, 64, 65, 66, 67, 70, 73, 75, 76, 79]",6,13,5,20
"[1, 2, 4, 7, 8, 9, 10, 11, 14, 38, 39, 40, 57, 58, 60, 63, 69, 72, 73, 74]",6,13,5,25
"[3, 4, 5, 6, 9, 14, 18, 23, 40, 41, 42, 47, 48, 51, 52, 60, 63, 71, 77, 79]",6,13,5,30
"[2, 6, 7, 9, 17, 21, 26, 29, 33, 34, 36, 46, 48, 56, 58, 65, 68, 69, 77, 78]",6,13,5,35
"[2, 19, 20, 26, 29, 31, 37, 38, 39, 40, 45, 52, 55, 56, 60, 64, 65, 77, 78, 80]",6,13,5,40
"[4, 5, 9, 11, 13, 22, 28, 29, 31, 36, 38, 40, 43, 44, 46, 51, 59, 60, 62, 80]",6,13,5,45
"[3, 5, 13, 14, 18, 25, 27, 28, 30, 32, 37, 39, 40, 41, 45, 48, 51, 65, 69, 74]",6,13,5,50
"[2, 9, 14, 17, 19, 21, 34, 37, 39, 43, 44, 45, 53, 55, 56, 57, 58, 72, 73, 76]",6,13,5,55
"[3, 4, 7, 20, 21, 22, 24, 27, 32, 37, 40, 41, 42, 47, 49, 53, 60, 65, 76, 78]",6,13,6,0
"[4, 9, 10, 15, 16, 17, 23, 29, 32, 41, 43, 46, 47, 56, 60, 63, 67, 68, 71, 75]",6,13,6,5
"[2, 6, 10, 17, 23, 26, 30, 33, 36, 40, 42, 44, 46, 47, 51, 56, 57, 64, 66, 69]",6,13,6,10
"[9, 11, 12, 26, 31, 33, 37, 44, 47, 49, 52, 58, 61, 62, 65, 67, 74, 75, 78, 80]",6,13,6,15
"[3, 11, 15, 23, 27, 35, 38, 40, 43, 45, 47, 51, 52, 53, 59, 68, 69, 71, 75, 77]",6,13,6,20
"[2, 4, 9, 12, 15, 17, 19, 24, 28, 33, 36, 38, 43, 48, 63, 67, 72, 76, 79, 80]",6,13,6,25
"[1, 4, 8, 12, 18, 20, 21, 25, 26, 36, 52, 55, 56, 57, 59, 61, 62, 65, 72, 77]",6,13,6,30
"[2, 7, 8, 9, 17, 22, 24, 28, 30, 31, 37, 43, 47, 48, 62, 64, 74, 78, 79, 80]",6,13,6,35
"[1, 5, 8, 12, 28, 30, 33, 37, 41, 42, 53, 56, 57, 58, 59, 61, 62, 69, 75, 79]",6,13,6,40
"[3, 4, 8, 13, 16, 24, 26, 35, 38, 43, 44, 47, 49, 55, 56, 61, 64, 65, 69, 73]",6,13,6,45
"[1, 8, 13, 25, 28, 29, 32, 34, 35, 39, 41, 50, 56, 57, 58, 65, 68, 71, 75, 79]",6,13,6,50
"[5, 6, 7, 10, 14, 26, 30, 37, 41, 42, 46, 47, 49, 53, 55, 58, 65, 66, 71, 80]",6,13,6,55
"[2, 5, 7, 8, 10, 12, 13, 20, 31, 38, 48, 49, 52, 53, 59, 61, 62, 73, 74, 75]",6,13,7,0
"[1, 2, 4, 9, 11, 25, 26, 32, 40, 44, 49, 54, 61, 63, 64, 65, 67, 68, 69, 72]",6,13,7,5
"[4, 6, 12, 13, 15, 26, 29, 39, 40, 45, 50, 58, 60, 64, 65, 68, 71, 74, 75, 78]",6,13,7,10
"[5, 8, 12, 13, 18, 19, 20, 24, 35, 40, 43, 47, 50, 51, 54, 65, 66, 77, 79, 80]",6,13,7,15
"[3, 4, 8, 12, 13, 14, 15, 16, 24, 35, 40, 44, 47, 50, 51, 58, 59, 62, 67, 78]",6,13,7,20
"[2, 3, 8, 9, 10, 11, 16, 17, 18, 32, 34, 40, 45, 51, 58, 61, 66, 75, 77, 79]",6,13,7,25
"[9, 16, 19, 22, 23, 25, 28, 33, 34, 39, 41, 42, 43, 46, 47, 48, 57, 59, 67, 78]",6,13,7,30
"[18, 25, 27, 29, 31, 33, 36, 37, 40, 41, 42, 43, 44, 46, 48, 52, 74, 77, 79, 80]",6,13,7,35
"[4, 5, 6, 7, 13, 16, 21, 23, 25, 27, 31, 41, 42, 49, 51, 52, 60, 65, 66, 76]",6,13,7,40
"[2, 3, 5, 16, 28, 32, 33, 38, 39, 41, 48, 49, 55, 56, 57, 63, 64, 66, 74, 77]",6,13,7,45
"[4, 8, 11, 19, 20, 26, 27, 28, 29, 37, 38, 41, 43, 45, 52, 59, 66, 71, 73, 79]",6,13,7,50
"[8, 17, 30, 34, 40, 41, 47, 49, 51, 53, 55, 57, 58, 60, 65, 68, 69, 75, 76, 79]",6,13,7,55
"[4, 9, 15, 22, 23, 28, 31, 36, 40, 46, 48, 49, 51, 52, 61, 65, 70, 73, 76, 80]",6,13,8,0
"[5, 6, 9, 10, 17, 21, 22, 23, 25, 26, 33, 35, 45, 47, 48, 53, 57, 74, 77, 80]",6,13,8,5
"[1, 9, 13, 18, 19, 20, 26, 29, 31, 36, 37, 39, 49, 55, 58, 64, 66, 67, 77, 78]",6,13,8,10
"[4, 5, 6, 12, 15, 17, 18, 20, 21, 31, 34, 39, 40, 45, 48, 54, 55, 63, 66, 69]",6,13,8,15
"[4, 9, 10, 11, 18, 22, 25, 38, 47, 48, 52, 55, 63, 65, 67, 69, 71, 72, 74, 80]",6,13,8,20
"[1, 3, 10, 11, 12, 13, 14, 17, 32, 38, 41, 46, 50, 57, 59, 60, 61, 73, 75, 79]",6,13,8,25
"[3, 4, 6, 7, 12, 15, 16, 17, 20, 26, 29, 36, 48, 49, 63, 64, 65, 68, 73, 79]",6,13,8,30
"[3, 6, 8, 10, 12, 13, 21, 25, 28, 43, 46, 56, 62, 63, 65, 66, 71, 76, 77, 78]",6,13,8,35
"[2, 6, 9, 11, 14, 18, 19, 21, 23, 36, 47, 58, 60, 62, 64, 65, 71, 72, 76, 78]",6,13,8,40
"[5, 7, 13, 14, 17, 19, 21, 27, 32, 33, 35, 37, 40, 45, 46, 50, 53, 65, 69, 80]",6,13,8,45
"[1, 3, 5, 6, 13, 27, 29, 34, 35, 36, 39, 44, 52, 55, 56, 65, 66, 67, 71, 72]",6,13,8,50
"[3, 8, 10, 17, 19, 24, 31, 41, 44, 48, 50, 56, 59, 60, 61, 62, 71, 73, 75, 80]",6,13,8,55
"[1, 2, 4, 7, 11, 14, 18, 19, 24, 25, 26, 28, 38, 43, 48, 52, 55, 68, 70, 76]",6,13,9,0
"[4, 6, 14, 23, 25, 27, 29, 33, 34, 35, 41, 50, 59, 60, 61, 64, 65, 66, 70, 80]",6,13,9,5
"[7, 9, 11, 14, 24, 25, 28, 32, 36, 37, 39, 40, 44, 48, 49, 56, 65, 67, 69, 76]",6,13,9,10
"[16, 18, 19, 25, 30, 35, 42, 44, 48, 49, 51, 53, 55, 57, 58, 66, 67, 69, 70, 76]",6,13,9,15
"[5, 6, 15, 16, 22, 28, 35, 36, 42, 43, 47, 50, 54, 61, 72, 73, 74, 75, 78, 79]",6,13,9,20
"[4, 9, 11, 14, 15, 19, 20, 25, 26, 32, 33, 38, 39, 42, 52, 60, 63, 65, 66, 80]",6,13,9,25
"[3, 6, 12, 15, 25, 28, 31, 32, 34, 38, 40, 42, 49, 50, 52, 54, 59, 63, 66, 77]",6,13,9,30
"[4, 5, 12, 13, 19, 26, 28, 30, 31, 36, 45, 47, 51, 53, 61, 62, 63, 65, 78, 79]",6,13,9,35
"[8, 14, 18, 21, 22, 24, 25, 35, 38, 42, 46, 57, 60, 62, 65, 66, 70, 72, 79, 80]",6,13,9,40
"[6, 7, 8, 14, 15, 17, 21, 22, 24, 31, 32, 33, 45, 49, 55, 62, 63, 71, 74, 76]",6,13,9,45
"[3, 5, 10, 13, 16, 22, 23, 40, 43, 46, 47, 52, 53, 57, 60, 66, 67, 68, 78, 79]",6,13,9,50
"[2, 4, 7, 8, 15, 22, 43, 50, 57, 58, 62, 66, 67, 68, 72, 74, 75, 77, 78, 79]",6,13,9,55
"[11, 14, 15, 16, 17, 31, 32, 36, 37, 38, 41, 43, 57, 58, 63, 68, 73, 74, 75, 79]",6,13,10,0
"[2, 6, 18, 19, 20, 24, 34, 40, 42, 44, 46, 47, 48, 53, 55, 60, 61, 64, 67, 71]",6,13,10,5
"[2, 5, 9, 11, 12, 14, 19, 21, 34, 37, 40, 46, 47, 51, 52, 53, 54, 66, 72, 77]",6,13,10,10
"[5, 6, 10, 22, 27, 29, 30, 34, 37, 42, 46, 54, 57, 58, 66, 67, 71, 72, 75, 76]",6,13,10,15
"[5, 6, 8, 10, 11, 20, 21, 30, 32, 33, 39, 45, 47, 49, 53, 57, 64, 69, 72, 79]",6,13,10,20
"[16, 17, 18, 19, 26, 31, 33, 35, 38, 43, 44, 48, 50, 51, 54, 61, 66, 70, 72, 79]",6,13,10,25
"[4, 9, 15, 16, 22, 25, 30, 46, 47, 48, 52, 55, 57, 63, 67, 69, 72, 77, 78, 80]",6,13,10,30
"[8, 9, 11, 13, 17, 18, 21, 29, 35, 38, 42, 47, 50, 51, 59, 63, 65, 67, 70, 72]",6,13,10,35
"[2, 5, 11, 20, 23, 24, 28, 40, 43, 44, 46, 54, 60, 66, 67, 69, 70, 72, 73, 79]",6,13,10,40
"[8, 10, 12, 13, 17, 21, 23, 26, 32, 33, 35, 38, 39, 40, 42, 51, 53, 54, 68, 76]",6,13,10,45
"[6, 12, 14, 19, 21, 31, 32, 40, 45, 46, 48, 49, 54, 55, 59, 63, 64, 67, 71, 75]",6,13,10,50
"[4, 6, 16, 18, 19, 21, 23, 28, 30, 40, 46, 59, 66, 67, 68, 69, 70, 71, 75, 80]",6,13,10,55
"[8, 15, 19, 23, 31, 33, 36, 37, 40, 41, 48, 51, 53, 57, 67, 72, 73, 77, 78, 80]",6,13,11,0
"[1, 6, 8, 17, 21, 22, 24, 27, 35, 40, 43, 47, 55, 56, 63, 65, 70, 75, 78, 79]",6,13,11,5
"[5, 7, 10, 14, 17, 18, 20, 24, 32, 34, 43, 58, 60, 61, 62, 65, 67, 70, 72, 79]",6,13,11,10
